0,How many South American countries have the letter Z in their names ?
3,What is the contents of proposition 98 ?
1,Where was George Washington born ?
0,"How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie , Scotland , December 21 , CD ."
2,Who wrote NN DT NNP NNP '' ?
3,What is paracetamol ?
3,What are the powers and weaknesses of Green Lantern 's ring ?
4,"Which mosquito 's bite draws blood , DT NN CC DT NN ."
0,When was the first steel mill in the United States built ?
2,What diminutive American female gymnast stole the show at the 1984 Olympics ?
3,What is the origin of the name Katie ?
2,"What schools in the Washington , DC NN NN VBP NN NN NN NN ."
0,When did the Berlin Wall go up ?
2,Who is Terrence Malick ?
4,What instrument is Ray Charles best known for playing ?
3,"What 's the meaning of the Latin battle cry : Ad arma , ad arma ."
4,What is the mascot for Notre Dame University ?
1,"What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?"
0,When did Mount St. Helen last have a significant eruption ?
5,CNN is the abbreviation for what ?
0,When did World War I start ?
0,How many feet are there in a fathom ?
3,What is a Canada two-penny black ?
1,What European city do Nicois live in ?
3,How can I find out what year a Beanie Baby was introduced ?
3,What is the classic definition of tragic hero ?
4,To what does Microsoft 's Windows 3 owe its success ?
2,Who was President of Afghanistan in 1994 ?
4,"What are other ways of getting stretch marks besides pregnancy , weight loss , and weight lifting ?"
4,What did brontosauruses eat ?
4,What color bottles do good Rhine wines come in ?
2,Who was the lead actress in the movie ` Sleepless in Seattle ' ?
2,Who was the 16th President of the United States ?
2,Who are the two sons of Ozzie and Harriet Nelson ?
3,What is molybdenum ?
0,When is Boxing Day ?
4,What is the lowest level of the American judiciary ?
0,When was the battle of the Somme fought ?
0,How many people did Randy Craft kill ?
4,What 's the official animal of Canada ?
0,When did Spielberg direct `` Jaws '' ?
0,What is the size of the largest akita ?
4,What animal has the biggest eyes ?
1,What is California 's capital ?
2,Who was the author of the book about computer hackers called `` The Cuckoo 's Egg : Tracking a Spy Through the Maze of Computer Espionage '' ?
2,Who was the founding member of the Pink Floyd band ?
1,What European country is home to the beer-producing city of Budweis ?
3,How do I find the balance of my social security account ?
3,What is the history of Valentine 's Day cards ?
1,Where was Christopher Columbus born ?
4,What do Italians call Florence ?
3,How do you get to the top of the Eiffel Tower ?
5,What does ` PSI ' stand for ?
1,What sea did the Romans call mare nostrum ?
4,What 's the term for a bet before cards are dealt ?
4,"Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?"
1,What city did the Flintstones live in ?
4,What is Latin for incompetent ?
4,What chemicals are used in lethal injection ?
2,What toy company is the world 's No.1 maker of female apparel ?
4,What board game does a `` wood-pusher '' play poorly ?
2,Which Doonesbury character was likely to turn into a werewolf ?
5,What is the abbreviation for micro ?
4,What are the 7 articles of the constitution ?
2,Who has won the most Super Bowls ?
5,What does NASDAQ stand for ?
5,What is BPH ?
4,What is the fastest commercial automobile that can be bought in the US ?
1,What stadium do the Miami Dolphins play their home games in ?
2,Who has the only speaking role in `` Silent Movie '' ?
3,Why is poop sometimes different colors ?
0,What was Einstein 's IQ ?
0,What day was Pearl Harbor attacked in 1942 ?
2,What girl 's name is `` Teddy '' an affectionate form of ?
1,What state is John F. Kennedy buried in ?
4,What is the best way to remove wallpaper ?
1,What U.S. state has an element named for it ?
2,What company tabulates the ballots in voting for the Academy Awards ?
3,How did the tradition of best man start ?
0,How many years ago did the ship Titanic sink ?
1,What is the deepest area of the Arctic Ocean ?
4,What are Halloween 's colors ?
3,How is silk screening done ?
0,"What is the latitude and longitude of El Paso , Texas ?"
2,Who made a boat out of gopher wood ?
1,Where can I find a `` Fifth Element '' screensaver ?
2,Which Bloom County resident wreaks havoc with a computer ?
3,How do you match a name to a social security number ?
3,How does a rainbow form ?
0,What is the normal resting heart rate of a healthy adult ?
0,What is the population of Ohio ?
0,How many calories are there in a Big Mac ?
3,Hazmat stands for what ?
4,What creature scares people in the film `` Jaws '' ?
2,What part did John Peter Zenger play in the deveopment of the newspaper in America ?
2,Who followed Caesar ?
4,What are the four elements ?
2,Who was the first woman golfer to earn a million ?
4,What 's the tallest piece on a chessboard ?
1,What is Answers.com 's address ?
1,Where can I buy movies on videotape online ?
2,Who does the advertizing for Frito-Lay ?
2,Who is the leading competitor of Trans Union Company ?
4,What product did Robert Conrad dare people to knock off his shoulder ?
2,Who invented the radio ?
0,What 's the American dollar equivalent for 8 pounds in the U.K. ?
4,What are the different approaches of systems analysis ?
3,How do doctors diagnose bone cancer ?
2,Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?
0,What is the speed of the Mississippi River ?
4,What are the developmental stages of a swimmer ?
2,What actor first portrayed James Bond ?
1,What ocean is the largest in the world ?
2,"Who was the first American poet to win the Nobel Prize for literature , in 1948 ?"
0,What year did Jack Nicklaus join the Professional Golfers Association tour ?
0,How many sonnets did Shakespeare write ?
3,What causes the redness in your cheeks when you blush ?
2,Who won the Nobel Peace Prize in 1991 ?
2,Who are the Challengers of the Unknown ?
3,Define the Pheonix Club ?
1,Which city did Christian Crusaders fight to recapture from the Muslims ?
3,What does it mean `` Rupee Depreciates '' ?
4,What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?
2,Who was the first coach of the Cleveland Browns ?
3,How successful is arometherapy ?
4,What Jewish holiday saw the start of the 1973 Mideast War ?
3,How does a copier work ?
0,What is the speed of the Mississippi River ?
2,Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?
4,What is Dudley Do-Right 's horse 's name ?
2,Who declared : `` I am down on whores and I shan 't stop ripping them '' ?
1,Where does chocolate come from ?
4,What TV game show once saw a contestant admit to picking his toes in the shower ?
2,What Soviet leader owned a Rolls-Royce ?
1,Where can I find a case on Individuals with Disabilities Education Act of 1991 ?
4,What war did Florence Nightingale tend the troops in ?
2,"Who wrote the song , `` Stardust '' ?"
0,How many Beatles ' records went #1 ?
2,Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?
5,What is the abbreviation of the company name ` General Motors ' ?
1,What mountains lie between the Arkansas and Missouri rivers ?
2,Who received the Will Rogers Award in 1989 ?
3,What is the function of RAM ?
1,What 's the closest G2 Spectrum Yellow Dwarf to Earth ?
0,How many equal angles are there in an isosceles triangle ?
4,What is the fear of cockroaches called ?
4,What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?
3,What is the use of a 24-hour clock instead of a 12-hour clock ?
2,What was the name of the lawyer who represented Randy Craft ?
2,What United States President had dreamed that he was assassinated ?
4,What film did Lee Marvin win the 1965 best actor Oscar for ?
1,Where is Basque country located ?
4,What product does `` Mrs. Olsen '' promote ?
0,What time of day did Emperor Hirohito die ?
3,What is dry ice ?
4,What 's the most powerful card in Euchre ?
3,What does `` intractable plantar keratoma '' mean ?
0,How many years did it take James Joyce to write Ulysses ?
4,What crop failure caused the Irish Famine ?
1,What South Korean city is served by Kimpo International Airport ?
0,How many types of dogs ' tails are there - three
4,What is the longest-running television series ?
4,What predators exist on Antarctica ?
3,What is the difference between a generator and an alternator ?
3,How is energy created ?
4,What beer advertised that it had `` three rings '' ?
0,What is the quantity of American soldiers still unaccounted for from the Vietnam war ?
4,What golfing accessory was patented by George Grant on December 12
4,What are the different types of plastic ?
3,How is it correct to say ` qigong ' ?
1,What was the highest mountain on earth before Mount Everest was discovered ?
1,"Where was the Ligurian Republic , 1797-185 , ?"
1,What country 's people are the top television watchers ?
0,When was the women 's suffrage amendment ratified ?
2,What Polynesian people inhabit New Zealand ?
4,What movie tour of the Roman empire features the admonition : `` Row well and live '' ?
1,What Nevada center has been dubbed The Biggest Little City in the World ?
2,"What President lived at 219 North Delaware Street , Independence , Missouri ?"
3,Give a reason for American Indians oftentimes dropping out of school .
1,Where must a soccer goalie stand to be permitted to handle the ball ?
3,What is the difference between classical conditioning and operant conditioning ?
1,In what U.S. state was the first woman governor elected ?
3,What are some interesting facts and information about dogsledding ?
0,What year did Hitler die ?
2,What famous model was married to Billy Joel ?
4,What kind of animal is Babar ?
3,What is Jane Goodall known for ?
4,What killed Bob Marley ?
0,How much money are Dumbo 's ears insured for ?
2,Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?
2,Who is Stein Eriksen ?
3,What does the name Billie mean ?
2,Who is the fastest swimmer in the world ?
1,What is the highest peak in Africa ?
1,Where is Procter & Gamble headquartered in the U.S. ?
1,What desert has been called The Garden of Allah ?
4,What do bicornate animals have two of ?
3,What function does a community 's water tower serve ?
4,What is a fear of weakness ?
0,How many miles is it to Ohio from North Carolina ?
0,How much snow equals an inch of rain ?
5,What does G.M.T. stand for ?
3,What does Inuit and Eskimo mean ?
4,What song served as the closing theme of The Johnny Cash Show ?
4,What field sport did dentist William Beers promote and write a standard book of rules for ?
3,How do I tie dye clothes ?
0,When does the average teenager first have intercourse ?
3,Why doesn 't www.answers.com have any answers to my questions ?
2,What actor 's autobiography is titled All My Yesterdays ?
2,What Russian master spy lived in the U.S. under the name Emil Goldfus ?
1,Where 's the 19th hole on a golf course ?
3,What 's nature 's purpose for tornadoes ?
2,Who played the original Charlie 's Angels ?
1,Where can I find a person 's address from a telephone number ?
4,"What English word comes from the Old French covrefeu , meaning cover fire ?"
4,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?
1,Where did Sarge Steel get his metal hand ?
3,What makes popcorn pop ?
2,Who wrote The Night of the Iguana ?
4,Where does your hair grow the fastest ?
1,What country did King Gustav V reign over from 197 to 195 ?
2,Who painted Mother and Child ?
0,What is the speed of the Mississippi River ?
1,In what area of the world was the Six Day War fought ?
1,What is the brightest star visible from Earth ?
4,What film marked Robert Redford 's directorial debut ?
2,What was Mao 's second name ?
4,What film or films has Jude Law appeared in ?
1,Where do hyenas live ?
2,Who is the `` Queen Mother '' ?
4,What 's the most commonly-spoken language in Belgium ?
2,Who has more DNA - a man or a woman ?
3,What are Maid-Rites ?
4,"What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?"
2,What level of government or governmental agency is responsible for dealing with racism ?
0,How many referees work a soccer game ?
4,What cocktail do you concoct with whisky and sweet vermouth ?
4,How do you say `` fresh '' in Spanish ?
3,What do bee hives do in cranberry bogs ?
3,What caused the Lynmouth floods ?
0,When is the Tulip Festival in Michigan ?
2,"Who came up with the name , El Nino ?"
4,What movie did Madilyn Kahn star in with Gene Wilder ?
4,What type of bridge is the Golden Gate Bridge ?
2,What dictator has the nickname `` El Maximo '' ?
2,What stereo manufacturer is `` Slightly ahead of its time '' ?
1,What U.S. city is The Queen of the Pacific ?
2,What TV sitcom character had the maiden name Ethel Potter ?
4,What was the first Lifesaver flavor ?
2,Who kept the most famous diary in the English language ?
1,Where can I find out the top 1 singles ?
0,How many degrees cooler is the inside of a cucumber than the air outside ?
2,What Spanish artist painted Crucifixion ?
4,What is the Jewish bible called ?
3,Why is the grass green ?
3,What is a firewall ?
2,What spy novelist served as Moscow correspondent for Reuter and The Times of London ?
2,Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?
0,How long does it take for Spider-Man 's web to evaporate ?
2,Who was Randy Steven Craft 's lawyer ?
1,What was known as the Spice Island ?
2,Who was the first host of Person to Person ?
2,Name the Ranger who was always after Yogi Bear .
4,"What deck of cards includes the Wheel of Fortune , the Lovers , and Death ?"
4,What does the Statue of Liberty wear on her feet ?
2,Who is the superstar in rent-a-cars ?
1,McCarren Airport is located in what city ?
4,"What household facility contains a float ball , ballcock , and overflow tube ?"
4,What was the name of Betty Boop 's dog ?
0,What fraction of a beaver 's life is spent swimming ?
4,What was the Bridge of San Luis Rey made of ?
3,What do economists do ?
1,What country has the largest sheep population ?
3,"What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?"
1,What country is the world 's largest importer of cognac ?
0,How many years is Johnnie Walker Black Label aged ?
5,What does SIDS stand for ?
4,What is Grenada 's main commodity export ?
0,"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?"
3,What makes a clitoris sensitive ?
1,"What country has the most time zones , with 11 ?"
4,What `` magic '' does Mandrake employ ?
2,Who is the president of Stanford University ?
2,Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?
4,"What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?"
1,What city is Logan Airport in ?
3,What is a nanometer ?
0,How many innings are there in a regulation softball game ?
0,When did CNN go on the air ?
1,What is the largest city on the Great Lakes ?
0,What is the telephone number for the University of Kentucky ?
2,Who invented baseball ?
0,How many wives did Brigham Young have ?
4,What product on the market is good for hiding facial scars ?
0,How long is the Coney Island boardwalk ?
1,What city gained renown for its pea-soup fogs ?
3,What does `` Janelle '' mean ?
3,How do I get another city 's newspaper ?
4,Name a movie about the Sioux Indians starring Kevin Costner .
2,"Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?"
3,What are the distinct physical characterstics of the Arabian horse ?
4,What is a fear of thunder ?
4,What animal has killed the most people ?
0,How many colleges are in Wyoming ?
1,What Russian seaport has a name meaning `` Lord of the East '' ?
1,Where can stocks be traded on-line ?
0,When was the Battle of Hastings ?
4,What kind of file has the extension .dbf ?
0,When did Muhammad live ?
4,"What then-derogatory term was applied to the painters Monet , Sisley , Pissarro , Renoir and Degas ?"
3,What is a wop ?
3,Where do rocks come from ?
3,How do I stop background noise in a car stereo ?
1,Where do people mountain climb in Nepal ?
2,What is the best college in the country ?
3,What is viscosity ?
4,What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?
1,What are the Nordic nations ?
1,Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?
1,What U.S. state borders Illinois to the north ?
4,Name a film in which Jude Law acted .
0,What is the temperature for baking Peachy Oat Muffins ?
4,What is a fear of bees ?
4,What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?
3,What is a green bog ?
1,Where did the myth of Santa Claus originate ?
4,What does a chairbound basophobic fear ?
1,What city is served by Logan International Airport ?
2,What wrestling star became `` The Incredible Hulk '' ?
1,What attracts tourists to Reims ?
4,What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?
4,What fastener did Whitcomb Judson patent in 1893 ?
3,What 's an auberge in France ?
2,Who was the star of the 1965 Broadway hit Golden Boy ?
1,Where is Procter & Gamble based in the U.S. ?
2,What army was founded by William Booth and his wife Catherine ?
4,What does ribavirin consist of ?
4,Name the soft drink that is `` number one in the sun . ''
1,What is the web address of the list of e-mail addresses of members of the House of Representatives ?
2,What was her real name ?
3,Why are the ears your center of balance ?
2,Who invented the toothbrush ?
4,What was the name of that popular song the Creeps sang ?
1,Where is the Abominable Snowman said to wander ?
4,What is a fear of being alone ?
0,How many dots make up the symbol for `` because '' ?
4,What do you get by adding Lactobacillus bulgaricus to milk ?
5,"When reading classified ads , what does EENTY : other stand for ?"
0,How many hearts does an octopus have ?
4,What plant has the largest seed ?
1,What was the only country you were allowed to drive into Israel from in 1979 ?
4,What 's approaching when a cyclist shouts : `` Oil '' ?
2,"What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?"
4,What kind of sport is often associated with hooligans ?
2,What video game hero do some of his fans call Chomper ?
0,How many holes are there in a tenpin bowling ball ?
4,What is the longest word in the English language ?
1,In What city or state do the most gay men live in ?
2,"What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?"
4,What is `` the bear of beers '' ?
4,Name the operating system that runs on IBM-compatible machines .
3,What does the name `` Justin '' mean ?
0,What percentage of the body is muscle ?
4,What color of dry wine should be served with veal roasts and chops ?
4,What is a golf ball made of ?
3,What is the Amish religion ?
0,What does an average daycare provider get paid in New England ?
2,What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?
2,Who played the Ringo Kid in the 1939 film Stagecoach ?
2,Who died 1 feet from where John F. Kennedy did ?
3,What is the `` coppertop '' battery ?
4,What sign is The Water Carrier the zodiacal symbol for ?
4,What animals do you find in the stock market ?
3,What is color ?
0,When is the site www.questions.com going to open ?
4,What did Shostakovich write for Rostropovich ?
2,What first name was Nipsy Russell given at birth ?
3,How can I get some free technical information on Electric Vehicle ?
2,Who is the youngest of the Beatles ?
3,How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?
3,What is a Jellicle Cat ?
1,Where can I find the best free evidence for debate about Russia ?
1,What is Bill Gates of Microsoft E-mail address ?
4,What is the second hardest substance ?
3,Why did several San Diego schools stop serving apples to students ?
1,What Russian city boasts the Hermitage Museum ?
0,When is Bastille Day ?
3,What makes a tornado turn ?
0,How many shots can a stock M16 hold ?
4,What two colors are you blind to if you suffer from protanopia ?
3,Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?
2,Who is Coronado ?
4,What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?
3,What is artificial intelligence ?
4,What do flatfish eat ?
2,Who was the first Holy Roman Emperor ?
4,What can I use to remove the stubborn gummed labels from some diskettes ?
0,What day of the week sees the most fatal car accidents ?
3,"What is the origin of the word , magic ?"
4,What sport do you shag flies in ?
3,What is white chocolate ?
1,Where is Trinidad ?
2,Name the organization that is presided by a Security Council .
2,"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?"
4,What kind of wine is Spumante ?
2,Who portrayed portly criminologist Carl Hyatt on Checkmate ?
4,How do you say I love you in Spanish ?
3,What does the name Gina mean ?
4,What is the most advanced handheld calculator in the world ?
0,How fast is light ?
4,What is the belt of low pressure around the equator called ?
3,What are shooting stars ?
2,Whom did the Chicago Bulls beat in the 1993 championship ?
0,When was the first American encyclopedia published ?
1,What 's the tallest building in New York City ?
3,How is Easter Sunday 's date determined ?
3,What is the Motto for the State of Maryland ?
2,Who is Desmond Tutu ?
1,Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?
4,Name a tiger that is extinct .
0,How many quarters equal a pound ?
4,What kind of books does Fodor 's publish ?
2,"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?"
0,What chapter of the Bible has the most verses ?
2,Who is the worst US President ever ?
2,What Asian leader was known as The Little Brown Saint ?
